uid,plays_per_hour,total_events,completion_variance,avg_interval_seconds,avg_completion_rate,behavior_diversity,is_anomaly,anomaly_score
278,0.12916842549598986,51,358.776514777664,28428.0,60.31182948634392,5,False,-0.4007356934378239
279,0.11557377049180327,47,362.17277202418643,31826.08695652174,62.85767247635283,4,False,-0.4432547098057951
280,0.10855486338123728,44,456.18338831065864,33934.186046511626,58.69815199698057,4,False,-0.4628391521168823
281,0.12830530081835753,52,420.2904025180995,28608.235294117647,58.744759181690824,5,False,-0.39386511207174874
282,0.0958714803938504,37,390.8701553203633,38593.333333333336,59.01077776654117,5,False,-0.48285229596722307
283,0.13025387444973768,54,567.7752428522876,28159.811320754718,57.24915490451959,5,False,-0.49339319940386095
284,0.0928754735427105,38,278.04845868647203,39809.18918918919,67.04195335733505,5,True,-0.5898191992663323
285,0.13136821618991626,54,348.54730396872725,27920.943396226416,55.7881867772604,5,False,-0.41688909586140854
286,0.09214485835841028,37,335.6756639499218,40154.166666666664,57.963982773187396,5,False,-0.5178237183353095
287,0.12335060521512933,49,378.79491066540584,29793.125,60.0622621598165,4,False,-0.42502283939274
288,0.12072682476131814,49,390.2378528923355,30440.625,61.87189479947449,5,False,-0.39260804872331095
289,0.13308780446974136,53,359.4853653196447,27570.0,63.97413361498076,5,False,-0.4163312430775404
290,0.12334801762114538,42,552.5441449767052,29897.560975609755,54.99719861900906,5,False,-0.4777294916986939
291,0.09222524562241655,37,389.9339026995398,40119.166666666664,61.35135283503824,4,False,-0.5368941213183747
292,0.11206109404831079,45,400.3123395559875,32855.454545454544,57.50037272010461,5,False,-0.4097495282295716
293,0.17179309038085014,68,328.20553162456866,21268.20895522388,56.89337396162818,5,True,-0.604219401359191
294,0.12838977819842806,52,563.6582350301486,28589.41176470588,62.89110333733567,4,False,-0.5139733240039802
295,0.1016260162601626,40,275.42055425524046,36332.307692307695,55.45210369355136,5,False,-0.4965147698338166
296,0.12339704814904427,51,482.8358781009472,29757.6,60.5611001445303,5,False,-0.4132738872219938
297,0.1243600638381661,50,520.1187781268522,29538.979591836734,58.66995520308639,5,False,-0.42676371558273335
298,0.10192455097263367,41,471.8219417617188,36203.25,63.97504619799642,5,False,-0.46757928941722865
299,0.09974818472972642,34,436.2551482862201,37184.545454545456,62.08813574738083,5,False,-0.49188058431117826
300,0.13461858068805052,54,403.5677873078504,27246.79245283019,57.66988489829432,5,False,-0.41089059696623476
301,0.11399379367123345,45,442.46391340194475,32298.409090909092,58.17014239770933,5,False,-0.4018631403593533
302,0.14383519899234098,59,432.4986410187755,25460.172413793105,65.30098667519056,5,False,-0.4592727978839325
303,0.12654563500268806,51,429.4261930964376,29017.2,59.03403571264501,5,False,-0.39424069803482886
304,0.1440019525688484,59,408.21929492465085,25430.689655172413,58.16815818906396,5,False,-0.43548260029751057
305,0.10282556072063581,40,453.02378566885886,35908.46153846154,61.87338943750133,5,False,-0.4386440545249523
306,0.12615435356200527,51,342.5216943471371,29107.2,57.48567754948055,5,False,-0.4015818585574174
307,0.11311324477180061,43,304.96613525178316,32584.285714285714,58.29064838623217,4,False,-0.45972647865529254
308,0.1346409574468085,54,280.54301654655893,27242.264150943396,62.12680709280816,5,False,-0.44055638060880475
309,0.11900425015179114,49,321.64942085392283,30881.25,62.84703359232011,5,False,-0.4067181600480342
310,0.1265315590796938,50,296.1792122651803,29032.04081632653,63.28678987890748,4,False,-0.4657719659051303
311,0.12976273773932956,51,337.03043748449886,28297.8,63.184308621358234,4,False,-0.4620069549010029
312,0.09675018605805011,39,365.1152730777764,38188.42105263158,61.72054919181,5,False,-0.469790050112816
313,0.10902896081771721,40,448.46084721918504,33865.38461538462,62.58813476428383,5,False,-0.43691495539256686
314,0.1053147195689444,43,561.1551458094415,34997.142857142855,60.58492116750723,5,False,-0.4717591928493788
315,0.11151955722605428,45,481.83734591505305,33015.0,61.797717803999376,5,False,-0.42409139566225684
316,0.118240865490961,49,209.11158965112062,31080.625,59.35245195902118,5,False,-0.4678496845419372
317,0.1229114653351258,48,429.571453103662,29912.55319148936,53.05515215661813,5,False,-0.46201925699189894
318,0.14797459769406252,60,357.8357554121254,24740.84745762712,61.38188537108448,5,False,-0.4417551447321271
319,0.10151446374778195,41,342.1380212296865,36349.5,60.00570122524427,5,False,-0.4271494307313093
320,0.1284664319683775,52,498.5079926655223,28572.352941176472,58.795546311587714,4,False,-0.46617632256717423
321,0.10475217169136435,41,435.90955341295205,35226.0,64.46466884628411,5,False,-0.44689950787376986
322,0.10406772661573406,42,378.71786504252066,35436.58536585366,60.73365759065544,5,False,-0.417307400003582
323,0.10526745277245093,43,410.0235016581757,35012.857142857145,55.51090285653748,4,False,-0.49028579240628994
324,0.11688634667993036,47,388.44585997532846,31468.695652173912,63.01467336476505,5,False,-0.40411213131061025
325,0.11509029690847873,47,441.47075077613556,31959.782608695652,60.585906103670055,5,False,-0.4027674891178499
326,0.09967988978483731,41,327.02192144643243,37018.5,57.22778466303259,5,False,-0.4508345311467064
327,0.13450173221927858,55,495.83269675922,27261.11111111111,61.92716439497628,5,False,-0.4430871474890722
328,0.1308505284348264,52,344.2810274474741,28051.764705882353,61.097466623652565,4,False,-0.4511966759883071
329,0.13316861743336333,53,342.98047921310615,27553.26923076923,58.408228336933526,5,False,-0.4042668477752573
330,0.12380068090374496,50,425.3940369789531,29672.448979591838,59.93020345173831,4,False,-0.42908566177581253
331,0.12033935698670249,50,267.8368054315117,30525.918367346938,62.29072153826954,5,False,-0.44461633259384153
332,0.11347392958458866,43,364.831908160573,32480.714285714286,61.36719868485775,5,False,-0.39555986440337676
333,0.15726693173993203,59,410.1570360754234,23285.689655172413,65.03399892161747,5,False,-0.520398661513867
334,0.13918765025939517,55,495.80130422979903,26343.333333333332,60.56403665432486,5,False,-0.43222254050605785
335,0.12454724534536442,49,378.3372375907121,29506.875,62.170913575314835,4,False,-0.43783151231420847
336,0.12908725567801255,53,385.3309579710931,28424.423076923078,60.68187136765262,5,False,-0.39937830776911076
337,0.12436548223350254,49,425.341864027389,29550.0,53.12994086119731,5,False,-0.46411162213917706
338,0.0945397248651597,39,370.09361743645934,39081.31578947369,56.37998610534112,4,False,-0.533737603912133
339,0.1500562711016631,60,297.9015870361096,24397.627118644068,60.11446441602183,5,False,-0.46831192435481994
340,0.12548363484262262,50,497.6008948286884,29274.48979591837,62.160950368769214,5,False,-0.4275031423494425
341,0.11519679452397846,46,427.52448835822446,31945.333333333332,57.317687479827505,5,False,-0.4026554797633928
342,0.1394324853228963,57,391.0254641618338,26280.0,59.099105218767704,4,False,-0.46984693684200585
343,0.1659115563780231,65,283.10265910060707,22037.34375,62.52462571148759,5,True,-0.5779219757696409
344,0.12605042016806722,51,539.2173768812589,29131.2,57.473987435391166,5,False,-0.4413583591916313
345,0.13174322986179876,51,407.71434951667425,27872.4,59.895870441434425,5,False,-0.4051286853755354
346,0.10135970333745364,41,380.84870853561455,36405.0,63.825893615227315,5,False,-0.44355936599686224
347,0.09331848084238845,37,444.27703703495445,39649.166666666664,59.7218136736747,5,False,-0.5173605991072437
348,0.12335227959850043,51,523.8871892087419,29768.4,61.56863623102507,5,False,-0.43579877124789185
349,0.1166109930154874,48,584.7861706297784,31528.72340425532,56.94571930069695,5,False,-0.4737226445128517
350,0.10485673643568381,43,477.37285789057927,35150.0,54.99172709204308,5,False,-0.4631195405433626
351,0.14589181900572515,55,366.21093404774086,25132.777777777777,59.069858420544435,5,False,-0.4255675403122214
352,0.10450230775929635,40,355.616642603106,35332.307692307695,60.266217470615025,4,False,-0.46707873235076
353,0.10860642798509819,43,318.4895497375738,33936.42857142857,54.7936941211088,5,False,-0.44203223760570165
354,0.10544594849049103,42,367.3508364072676,34973.41463414634,57.545324310734564,4,False,-0.4663982193187918
355,0.14096088335486903,50,335.20483698037873,26060.20408163265,53.21871500179582,5,False,-0.5074230638577415
356,0.1327461334557826,53,294.7284620488339,27640.96153846154,62.263849701587745,5,False,-0.4284660579912004
357,0.1476438502235164,60,367.914291803096,24796.271186440677,53.5735909459663,5,False,-0.5144672838588618
358,0.12337555518999836,50,538.1762832083122,29774.69387755102,58.141451621599046,5,False,-0.4345280171964827
359,0.11555719466469973,47,488.6461194892209,31830.652173913044,60.83188394875626,5,False,-0.41621933946633544
360,0.12392853454507902,50,434.6275526532953,29641.836734693876,62.40476079507794,4,False,-0.4407614107893916
361,0.1178830174777946,48,394.72639115133387,31188.510638297874,57.989186005050094,4,False,-0.4386311532886557
362,0.11592211751067986,45,438.0638896488865,31761.136363636364,62.08869470711158,4,False,-0.4543723526897756
363,0.11097866743392659,45,347.14467263084646,33175.90909090909,55.16581950914586,5,False,-0.4325520463404714
364,0.14809682587797168,57,380.8671226237304,24742.5,57.97543824284488,4,False,-0.5176591327736914
365,0.12964348042882073,52,429.82277329818476,28312.941176470587,61.668487825547714,5,False,-0.3939075037013151
366,0.11437043312506619,45,316.6577547222862,32192.045454545456,59.01925448425684,5,False,-0.40286122313789285
367,0.13608808610664358,55,387.2943074530185,26943.333333333332,54.353161211429686,5,False,-0.4493854717298783
368,0.16042780748663102,62,424.6320446720595,22807.868852459018,62.022858101963976,5,False,-0.508923455332723
369,0.12818364611260052,51,419.73299566660705,28646.4,54.52729389269691,5,False,-0.4322475602239664
370,0.09367296631059983,38,259.67241219323614,39470.27027027027,64.08071235635346,5,False,-0.5490400167398652
371,0.13180800795821934,53,369.61475309480414,27837.69230769231,60.575948255643,5,False,-0.39779106740725695
372,0.1017056891619875,40,450.3039050315801,36303.846153846156,58.73062026180851,5,False,-0.44296352150845303
373,0.12748672013331944,51,375.6145117528179,28803.0,58.832262648304265,5,False,-0.3962222663711568
374,0.1057052135614053,43,347.4189791701839,34867.857142857145,64.13890039844642,5,False,-0.43079066818154316
375,0.13934159061277707,57,361.39065874795614,26297.14285714286,60.148765517717855,5,False,-0.41170271956069604
376,0.14961676034747062,61,523.781134642311,24462.5,60.777728388748066,4,True,-0.5646200883516835
377,0.1286772144215595,53,321.11355254582276,28515.0,52.36167583739074,5,False,-0.4902755114955476
378,0.12855522413141202,51,331.76883456405875,28563.6,59.97657419298126,5,False,-0.3983714345703933
379,0.11084559930922308,46,354.9265898064149,33199.333333333336,63.96422745296321,4,False,-0.4610973281434933
380,0.13909506863243518,57,295.0264245918238,26343.75,53.27935429653248,5,False,-0.5140333482344045
381,0.15286624203821655,61,525.39608628007,23942.5,58.16167370371855,5,False,-0.4988724246674006
382,0.14868951612903225,59,527.8605526864902,24628.96551724138,59.698041873703126,5,False,-0.4758662287247954
383,0.1289601513132442,50,322.8472883047278,28485.30612244898,64.30671768732509,5,False,-0.42786725085936655
384,0.11028029575170224,44,310.16082690009915,33403.25581395349,64.29735760893512,5,False,-0.43644359112583253
385,0.11679305730159373,48,378.69525297417977,31479.574468085106,58.95992126564308,5,False,-0.39352832807453964
386,0.10400759420529118,42,316.2241238832395,35457.07317073171,61.46356630891367,5,False,-0.41977159587796625
387,0.139099645928174,55,356.7295444063083,26360.0,58.14548457054165,5,False,-0.4069122059112114
388,0.11676464625988243,48,370.55732828033064,31487.23404255319,60.17169327556726,5,False,-0.39386632158740065
389,0.12446325222478062,50,446.47043524323686,29514.48979591837,67.75939896961442,5,False,-0.4796135217569688
390,0.10651388916907063,44,528.2937901509929,34584.41860465116,60.994852635607735,5,False,-0.4438673874476459
391,0.11127268129228045,44,468.0537077943505,33105.348837209305,52.6153849208728,5,False,-0.4998642373552102
392,0.1516912349379167,62,415.35423016042523,24121.475409836065,61.00467825285024,5,False,-0.45975536233148045
393,0.12780887143931166,51,349.2044617882787,28730.4,65.22826022582443,5,False,-0.4279520604915113
394,0.13572053519984636,53,311.75561800378415,27035.19230769231,63.167280137375876,4,False,-0.47892788997149166
395,0.13447406417688512,52,321.56320624671855,27295.882352941175,60.61161096507133,5,False,-0.40386634355392037
396,0.14070310410795467,57,430.74446561349305,26042.678571428572,61.36350849667999,5,False,-0.4110309170602715
397,0.1498249994883026,61,475.9312446076936,24428.5,56.018167232836205,5,False,-0.49172213492433303
398,0.10178528152516358,42,291.879329044163,36231.21951219512,63.55559849346416,5,False,-0.4680965854971566
399,0.17266552402716942,68,268.363855723808,21160.746268656716,56.92147642664863,4,True,-0.6700973450843851
400,0.10693371806840364,42,287.5257191551578,34486.829268292684,62.61027390113607,5,False,-0.43596872166211886
401,0.1266320428728093,51,381.8062060480955,28997.4,63.84087566967906,5,False,-0.41090308733357755
402,0.10971149939049167,45,440.2965559658134,33559.09090909091,56.926963149711554,5,False,-0.41812774281351095
403,0.11832176275279203,49,325.33093626484515,31059.375,60.22237582621838,5,False,-0.39677409378889383
404,0.10203668461756489,42,353.2440173462273,36141.95121951219,62.601435865127904,5,False,-0.4249987527763856
405,0.13445858961521956,47,485.5695120807053,27356.08695652174,63.1648473388468,4,False,-0.5135935391650989
406,0.10963095162215565,43,421.9795015163965,33619.28571428572,57.71292504927116,5,False,-0.41096177061190403
407,0.11958643026201055,48,376.89924855640095,30744.255319148935,61.78779611310432,5,False,-0.39159431778269804
408,0.10555194873191061,42,565.5744444646781,34938.29268292683,60.309082464789746,5,False,-0.47748258531018956
409,0.1054481546572935,42,277.37696672793805,34972.68292682927,59.16347023787967,5,False,-0.44727969004157087
410,0.11614975905103177,47,388.3080196885563,31668.260869565216,60.91568480088979,5,False,-0.3941769584712779
411,0.07356827262541488,29,470.90797360783574,50681.78571428572,55.78956685739238,4,True,-0.6856870722706154
412,0.13164245908113564,50,365.2766349803892,27904.897959183672,58.884255055089966,5,False,-0.3991503035241414
413,0.11267370529566414,45,417.349220688614,32676.81818181818,62.24359477202043,4,False,-0.4528546949474523
414,0.10853180584865843,45,329.8307645430335,33923.86363636364,63.71988239103923,5,False,-0.426997088719309
415,0.13765414396329223,56,400.3407568431653,26628.0,59.81665887873558,5,False,-0.4076358078493313
416,0.13068135119585764,53,375.6907473777447,28077.69230769231,59.39962622392038,5,False,-0.40088753721241543
417,0.10450685826257348,40,365.2557219023052,35330.769230769234,54.098290193190536,4,False,-0.5237196160388391
418,0.09110272253737953,36,331.3768136316313,40644.857142857145,57.15975313427081,4,True,-0.5619065601334241
419,0.13106000849463018,54,315.2296251458814,27986.603773584906,62.42183017411917,5,False,-0.42374645147385837
420,0.1696060959872181,69,461.83283472507935,21537.79411764706,56.04827520238402,5,True,-0.59374828492489
421,0.13083582284829584,50,484.115684768254,28076.938775510203,58.89006925401402,5,False,-0.4314398085541198
422,0.12418246543588046,50,435.4744487157879,29581.224489795917,60.27633664283958,5,False,-0.39692976965785964
423,0.12260400239877396,46,256.60496608933715,30015.333333333332,65.89281905516151,5,False,-0.48253442072710445
424,0.1263823064770932,50,453.222468884341,29066.326530612245,56.60601023466323,5,False,-0.4085670475166205
425,0.11030794300756278,44,325.91104149459704,33394.88372093023,58.770316420872035,5,False,-0.4079346345667055
426,0.12297396214577017,49,379.0551802443849,29884.375,56.3277018332109,5,False,-0.3981942836739276
427,0.1105628467885588,45,401.5443725192858,33300.681818181816,59.20911868635171,4,False,-0.44329340652969873
428,0.14834630350194553,61,556.2878400402122,24672.0,59.69868730091651,5,False,-0.49846343538722543
429,0.11123517391029557,44,364.90935021498797,33116.51162790698,56.96218873852224,4,False,-0.4539070552282209
430,0.09981831315806755,38,387.35863488351936,37040.27027027027,61.04841148883338,5,False,-0.45209432391623355
431,0.11234520617898634,44,355.61303988318303,32789.3023255814,59.9288982706706,5,False,-0.404487665762312
432,0.11471108670449691,47,484.25671626181236,32065.434782608696,58.955995189393306,5,False,-0.41491561095091695
433,0.12072434607645875,43,528.1902109865321,30530.0,63.43825238936057,3,True,-0.5809972707810297
434,0.14090019569471626,51,348.3597337585159,26061.0,57.33695380813789,5,False,-0.430621980461774
435,0.1365978848024505,55,464.91006433436974,26842.777777777777,62.147181089583775,4,False,-0.47290464827972944
436,0.12047225122480121,50,383.4541289218008,30492.244897959183,58.014105212069666,4,False,-0.44393203976346024
437,0.10550554741469542,42,442.17588913306975,34953.65853658537,60.750494241179254,5,False,-0.41935772070415456
438,0.13286815551423736,53,493.0235502632027,27615.576923076922,63.356983543259474,5,False,-0.45578146255640506
439,0.1194393662400975,49,402.4499818353957,30768.75,60.89571715571795,4,False,-0.4234374863690062
440,0.12023546111134306,48,438.9374842182319,30578.297872340427,60.31949359033315,5,False,-0.3997862770394406
441,0.14638690502595042,55,395.9059606569418,25047.777777777777,59.302854295485716,3,True,-0.5850468594055898
442,0.10186546305306528,41,377.46860025650784,36224.25,54.4198025817526,5,False,-0.4698516958711979
443,0.14569621062048693,57,262.0840751102438,25150.178571428572,53.38226930332308,5,False,-0.5440797671935451
444,0.1408918721339802,53,358.39622173616885,26042.884615384617,60.67399812178948,5,False,-0.40911245472234775
445,0.13683010262257697,54,430.22015938439165,26806.415094339623,64.55863971140467,5,False,-0.4308709834352131
446,0.13623511267243593,53,444.00008874933627,26933.076923076922,61.455652275543656,5,False,-0.405914701652485
447,0.13926782587449607,57,375.6695354598792,26311.071428571428,63.596842207068555,5,False,-0.42214366856136093
448,0.09738977846018863,37,299.1653554176226,37991.666666666664,62.63368619875175,4,False,-0.5169194108996347
449,0.12116423021203741,46,289.1042394117572,30372.0,60.909069191726395,5,False,-0.42553756901802287
450,0.14950980392156862,61,401.5562336166455,24480.0,61.59000909544347,5,False,-0.43921130504927886
451,0.10134508826498033,41,394.2260683991163,36410.25,59.76503185429738,4,False,-0.46348159818260604
452,0.12347234471462769,49,361.80603672784616,29763.75,62.17160143905855,4,False,-0.4310088627621879
453,0.12313249055984239,50,267.4579159837358,29833.469387755104,63.84292948650767,5,False,-0.4439503838047527
454,0.11671133396732082,45,519.6532924429172,31546.363636363636,60.875786014682085,4,False,-0.4766744087387239
455,0.12967581047381546,52,398.48981166869066,28305.882352941175,63.91408333416572,5,False,-0.4127230167565399
456,0.1541234230315083,62,386.6816946293827,23740.819672131147,61.15940786671199,5,False,-0.4641947596620209
457,0.11068976119708926,45,519.4458324339305,33262.5,58.75164918140571,5,False,-0.4284169842886859
458,0.11088523378303457,45,479.1251554048857,33203.86363636364,63.0344908125227,5,False,-0.4302649119807928
459,0.12545235223160434,52,356.35868759154033,29258.823529411766,63.06037280078644,4,False,-0.45523443809280795
460,0.10585918266863614,43,355.26056924929736,34817.142857142855,62.64354845858466,5,False,-0.4163760426220248
461,0.11089904570567553,46,370.296869781293,33183.333333333336,61.19173924662427,4,False,-0.44710557097522735
462,0.13515959693477342,56,378.3112020341882,27119.454545454544,59.33015273647082,5,False,-0.4126315013526308
463,0.1690537684902559,66,391.7678635775695,21622.615384615383,55.287228075157316,5,True,-0.5783997453488559
464,0.1402271515847308,57,366.2209246065658,26131.071428571428,60.97882727947639,5,False,-0.4078601000375815
465,0.129541098455641,49,408.8929708126101,28369.375,60.09889303945374,5,False,-0.4071366248006805
466,0.1425692160814681,56,391.5489939479146,25710.0,59.97277821805486,5,False,-0.410235253166363
467,0.12381505126716966,48,304.7751745639109,29694.255319148935,59.003471968528494,5,False,-0.404988350940096
468,0.1235813886428704,50,469.6284077833284,29725.102040816328,57.05425295379432,5,False,-0.4082002933544427
469,0.11736307641085401,47,375.50135385309164,31340.869565217392,54.999054294239464,5,False,-0.4214989461005736
470,0.08285946385052803,34,479.9955796712567,44763.63636363636,59.87559676570265,4,True,-0.6327817515269508
471,0.12976149184910127,53,361.3205687473523,28276.73076923077,59.99416422206375,5,False,-0.4010819650611985
472,0.1089399965415874,42,502.97780002554214,33851.70731707317,60.68391635865063,5,False,-0.4302417261787067
473,0.10330197380557093,42,343.896465791807,35699.26829268293,70.1297099399601,4,False,-0.5343163557441913
474,0.14966072674234257,59,348.49879616917207,24469.137931034482,56.211136640814225,5,False,-0.4670768031457089
475,0.12200081333875559,50,436.51502505342035,30110.20408163265,58.192940972904616,5,False,-0.39823597608931227
476,0.1390328678577962,57,444.00080015030744,26355.535714285714,53.85017945692947,5,False,-0.4807241143653813
477,0.12845111384888816,53,470.30579147622336,28565.19230769231,64.23209452531731,5,False,-0.44166331408674553
478,0.10972796608408321,44,254.6553985079081,33571.395348837206,61.34943931422482,5,False,-0.4399553357788748
479,0.11216231619742391,41,617.7617309718354,32898.75,56.374688450465214,4,True,-0.5646728014548793
480,0.1459014943850031,55,495.80232037864766,25131.11111111111,51.65490582429767,4,True,-0.6046003265011765
481,0.11409844025004552,47,413.91845020484413,32237.608695652172,60.1904256027169,5,False,-0.4027167230653209
482,0.1356787197495162,52,498.5966845080327,27053.529411764706,60.457808419208234,5,False,-0.43718850167141665
483,0.1411057639962546,54,512.7506693546429,25994.150943396227,56.411615412361826,5,False,-0.4641972343550663
484,0.10983067770520448,44,283.4817752148058,33540.0,62.4022578890729,4,False,-0.4614173907089714
485,0.12418075198344257,51,382.87070182908036,29569.8,58.05353554341915,5,False,-0.39816188460211843
486,0.11732338964552876,43,454.11018899942076,31415.0,58.33539661083185,4,False,-0.4535702317631918
487,0.1342925659472422,49,371.0357153175694,27365.625,67.09663346096792,5,False,-0.4856470325483988
488,0.101147156778093,41,414.52165243177626,36481.5,64.9734014434412,5,False,-0.46107029537654765
489,0.11472752213492955,46,442.49881456806895,32076.0,60.3081694952105,5,False,-0.40359559758570523
490,0.10986328125,45,401.66166400127264,33512.72727272727,58.36414801899519,4,False,-0.4510010781537752
491,0.11479835880864814,45,387.3161692681082,32072.045454545456,62.45034108966201,4,False,-0.446283071230264
492,0.1254962223075938,49,559.2967335207551,29283.75,56.672196778419675,4,False,-0.5030092672420864
493,0.12038079639676527,49,288.9898006608578,30528.125,60.22292244611465,4,False,-0.4498592715509387
494,0.1322089919064367,52,254.49725880992983,27763.529411764706,56.19992948444245,4,False,-0.5144979744300492
495,0.11452160596577668,43,534.035520624474,32183.571428571428,57.69629073335259,5,False,-0.43267828109592954
496,0.11347284463265223,46,405.35378023053784,32430.666666666668,59.44877361674334,5,False,-0.3976334012506974
497,0.13523575697812482,56,364.4015409893077,27104.18181818182,53.99584194004651,5,False,-0.4696386893377952
498,0.13212780824528342,52,327.32820788075117,27780.58823529412,65.64658230735137,5,False,-0.4382812096427822
499,0.12291871698567956,51,486.1479774210316,29873.4,54.0915581383905,5,False,-0.45122651981320516
500,0.13486176668914363,55,344.7818454754886,27188.333333333332,59.450287869677354,5,False,-0.40355929389040807
501,0.10844209066263162,43,505.3474806799718,33987.857142857145,60.53196774395502,5,False,-0.4268464819149113
502,0.13850815178184966,56,473.33898532332523,26463.81818181818,60.08686002810761,5,False,-0.42651031806631706
503,0.15424164524421594,64,368.38734806203166,23710.47619047619,60.92197835964467,5,False,-0.4705152233429964
504,0.1265643064316573,52,319.40219434483447,29001.764705882353,57.29908807580086,5,False,-0.4079127651985788
505,0.10229328232530095,41,330.4056287017752,36072.75,61.36495571561364,5,False,-0.4238800234004075
506,0.1305661898045537,54,433.08446219775374,28092.45283018868,61.32892349930752,5,False,-0.4075392579913215
507,0.09562154001006543,38,305.7018795587154,38665.94594594595,61.104536613979576,3,True,-0.6060077913547225
508,0.1324475728357525,53,318.7448445441369,27703.26923076923,58.0560304814456,5,False,-0.4072034257034574
509,0.16450286267236514,68,393.5712663404383,22210.746268656716,61.264403204155144,5,False,-0.5347463121163352
510,0.08619628124615195,35,417.86157528815653,42993.529411764706,61.72919060878943,5,True,-0.5937384847705012
511,0.14039900752425716,58,363.6725989185625,26091.052631578947,62.63867817560087,5,False,-0.41563422598826605
512,0.11174993926633736,46,359.6715484007751,32930.666666666664,54.07532027628794,4,False,-0.5096171485527456
513,0.11319361850469589,46,329.13426873164764,32510.666666666668,61.31967069363717,5,False,-0.399663394352357
514,0.10959369623855744,43,288.254238641366,33630.71428571428,64.96044167490574,5,False,-0.44877322082600374
515,0.1231521715396205,47,400.6469493548682,29867.608695652172,60.860847362607345,4,False,-0.4253617120077308
516,0.14809419762078174,61,355.71448007622246,24714.0,66.78643139261177,5,False,-0.5126261510792668
517,0.10996171703184816,45,435.2686261208603,33482.72727272727,60.804820651641215,5,False,-0.40530206819019904
518,0.11636363636363636,48,257.19606699380546,31595.744680851065,61.28324264240704,5,False,-0.43691564982497627
519,0.12942876330409653,53,345.6640725289326,28349.423076923078,56.58519020656028,5,False,-0.40723811500107227
520,0.1294176207068193,52,406.1159821929039,28362.352941176472,62.93644166949911,5,False,-0.4048357526300737
521,0.1158371040723982,48,451.9032865678382,31739.36170212766,61.75972019134287,5,False,-0.4056623580486315
522,0.13564147112385658,54,324.5786104572162,27041.32075471698,59.04068284707483,4,False,-0.4610047880334012
523,0.12989986885109395,52,452.86060996024815,28257.058823529413,63.7384620362021,5,False,-0.4196979764603604
524,0.14429162096025652,57,434.4279156775316,25395.0,55.246264085648065,5,False,-0.4586414884063004
525,0.15618644757178882,64,399.47747476273975,23415.238095238095,61.68495277336399,5,False,-0.4877749961270313
526,0.13211382113821138,52,575.5618196521481,27783.529411764706,59.531963434711336,5,False,-0.47758417650774554
527,0.13796095444685466,53,438.97105155249756,26596.153846153848,61.91639927880907,5,False,-0.4002276387154682
528,0.16796857362170947,62,333.35943495182073,21783.93442622951,61.42524056036844,4,True,-0.6078298145882464
529,0.13188727370756692,53,508.2314336456677,27820.96153846154,58.3260828618894,4,False,-0.48160144775806335
530,0.14969593014189927,56,400.96040927319945,24486.0,63.18419307537649,5,False,-0.45068895098571066
531,0.12978797216496948,53,282.0446510140123,28270.96153846154,59.21584656037454,5,False,-0.4232517952474325
532,0.12283807127167261,48,416.2708518235816,29930.425531914894,58.887755041224416,5,False,-0.38870899475987447
533,0.15048180578166936,57,402.566360151457,24350.35714285714,60.670663726496294,4,False,-0.5137773709655192
534,0.10462509341526198,42,556.654962643015,35247.80487804878,56.28425595559423,5,False,-0.4853083809158929
535,0.11692196138856159,43,357.19760689153713,31522.85714285714,64.61893623049558,5,False,-0.42564100733667104
536,0.12162675788673509,48,400.9889387467121,30228.510638297874,63.31684818956945,5,False,-0.4031246178828225
537,0.13843111404087013,56,575.4408527483421,26478.545454545456,57.06788288259582,4,False,-0.553476387668
538,0.13059548254620124,53,383.1598436386558,28096.153846153848,61.271194496641314,5,False,-0.40118229404085304
539,0.09373169302870533,36,285.13069425048394,39504.857142857145,62.07196347397995,4,False,-0.5471276623740117
540,0.1496014714898835,61,435.91295470039614,24465.0,58.28191548163202,5,False,-0.44824491726037224
541,0.12314874436574372,51,304.5908134718431,29817.6,57.46168034082284,4,False,-0.4638969386722326
542,0.13325381973719386,54,380.32227879435885,27525.849056603773,53.47243054506884,5,False,-0.46720381968117736
543,0.12312588994053104,49,480.22315234855574,29847.5,61.23687724969477,5,False,-0.4112881689729644
544,0.10732468008989589,39,433.7431969634028,34425.78947368421,65.3692828554567,5,False,-0.4747693390818015
545,0.09363257427978892,38,406.7886171959309,39487.2972972973,60.422515964429245,5,False,-0.4961138200387058
546,0.11316809151854357,46,409.7700042125135,32518.0,62.05522333495311,4,False,-0.4466061123952697
547,0.14740807468675785,60,468.684483791425,24835.93220338983,61.23517905936448,5,False,-0.4524471463188806
548,0.1293558606124604,49,439.95458320148316,28410.0,64.58969562471417,5,False,-0.436294415722046
549,0.14707491628548292,56,317.36536996135004,24922.363636363636,58.440833044200986,5,False,-0.4503308075378377
550,0.16548825602521727,63,337.0033007787205,22104.677419354837,55.93788504990168,5,True,-0.5614425751009101
551,0.12224532224532225,49,514.5130942293869,30062.5,60.166765987404105,5,False,-0.4123437402193411
552,0.10069225928256766,40,616.9050149283844,36669.230769230766,57.989610542360495,5,False,-0.5369702220603466
553,0.14416579065925814,56,337.04277290774615,25425.272727272728,59.38130838242539,5,False,-0.4227820189300852
554,0.13430330162283158,54,350.0796152604409,27310.754716981133,59.68734479374109,5,False,-0.4029101961302683
555,0.11403818953323903,43,586.1188938805265,32320.0,54.67069601705167,5,False,-0.49800214560124095
